user,total_emails,total_attachments,avg_email_size,off_hour_emails,weekend_emails,employee_name,user_id,O,C,E,A,N
RIH0777,996,316,29594.0702811245,109,0,Renee Ivana Hayden,RIH0777,26,44,19,16,27
RJB0088,3002,0,29905.991339107262,527,0,Roary Jane Barrett,RJB0088,20,42,37,45,24
RJM0381,3024,2396,29970.401124338623,471,0,Rogan Judah Mcintyre,RJM0381,41,47,44,41,25
RKD0604,2179,389,30047.991280403854,320,0,Rebecca Kelsie Daugherty,RKD0604,17,46,36,38,31
RKF0164,2926,1717,29927.752563226248,565,0,Ryan Kelly Frost,RKF0164,40,42,17,18,42
RLB0719,331,249,30200.625377643504,62,0,Risa Laura Bolton,RLB0719,14,18,15,40,35
RLG0856,4908,2570,30074.359005704973,831,0,Risa Lana Guthrie,RLG0856,18,36,42,18,26
RMS0266,3002,0,29883.88074616922,601,0,Roth Mannix Simon,RMS0266,33,40,25,23,37
RMW0542,1406,0,29975.84281650071,215,0,Rae Melissa Wilson,RMW0542,17,21,20,13,41
RNF0765,993,0,30302.36052366566,96,0,Ria Neve Flores,RNF0765,41,22,37,41,25
RNL0695,3029,1135,29908.306041597887,96,0,Reece Nicolas Lopez,RNL0695,47,41,44,19,36
RNP0211,4664,3417,30118.255574614064,1025,0,Rowan Neve Parks,RNP0211,39,15,25,40,30
ROB0272,3002,0,29894.77748167888,616,0,Raymond Otto Bond,ROB0272,39,45,23,41,34
RRA0938,3017,2014,30114.028505137554,662,0,Rogan Reuben Alexander,RRA0938,35,36,21,38,29
RRC0553,675,136,30257.66222222222,81,105,Raya Regan Church,RRC0553,40,14,24,38,29
RRP0568,2989,1836,30041.404148544665,66,0,Rhonda Rhona Parsons,RRP0568,43,50,38,18,33
RSC0089,3208,1897,29768.879364089775,582,135,Robert Samuel Chen,RSC0089,41,26,35,21,29
RSM0277,2993,1737,29898.442699632476,700,0,Roanna Sacha Monroe,RSM0277,37,38,20,50,22
RTO0313,5015,2682,29946.849850448652,997,0,Raymond Tate Osborne,RTO0313,44,45,25,17,27
RUM0880,5004,3869,29930.40367705835,818,0,Roary Ursa Massey,RUM0880,40,37,17,38,26
RVC0232,3068,1078,30014.10625814863,380,0,Rama Vielka Clayton,RVC0232,34,20,47,38,25
RVF0201,3692,1838,29745.485644637054,912,0,Reuben Victor Freeman,RVF0201,36,32,38,29,28
RYB0718,336,111,30063.291666666668,58,0,Ruth Yael Burris,RYB0718,19,18,42,13,21
RZC0746,6893,3457,29880.60365588278,1102,1745,Robert Zeus Cox,RZC0746,15,38,33,43,26
SAA0999,3016,1796,29756.463196286473,382,0,Shelly Audra Ayala,SAA0999,20,17,34,11,36
SAB0781,1003,874,29272.50149551346,80,0,Serina Ariana Butler,SAB0781,36,35,24,30,28
SAC0592,341,241,29368.627565982406,17,0,Serina Amena Chavez,SAC0592,24,18,23,42,26
SAC0687,3034,571,30040.78740936058,62,0,Samantha Audrey Curtis,SAC0687,20,49,37,19,22
SAH0599,334,169,29070.982035928144,17,0,Sylvia Ariana Head,SAH0599,13,22,44,18,22
SAK0375,3649,2945,29855.967388325567,536,0,Sonia Anne Kirkland,SAK0375,16,20,27,16,31
SAP0867,2138,0,30100.252572497662,337,0,Sawyer Arden Puckett,SAP0867,13,25,43,19,30
SAT0194,3649,1248,29738.21046862154,354,0,Sawyer Abel Turner,SAT0194,14,19,36,23,35
SBD0913,1008,728,30021.770833333332,239,0,Sandra Beverly Diaz,SBD0913,45,16,19,19,42
SBH0537,4812,2556,30021.47672485453,60,367,Stephanie Briar Harrington,SBH0537,34,21,14,13,33
SBK0161,6001,3162,29984.735044159308,299,0,Sharon Britanni Kerr,SBK0161,14,27,23,41,39
SBN0495,5107,1817,30075.522811826904,591,0,Sonya Beatrice Nichols,SBN0495,39,22,43,24,21
SBN0866,5047,2647,29861.810976817913,824,0,Salvador Byron Norton,SBN0866,41,34,41,24,22
SBN0971,434,268,29547.043778801843,90,91,Selma Barbara Nicholson,SBN0971,41,40,17,47,30
SBQ0786,4659,1812,29976.634470916506,482,0,Sasha Britanney Quinn,SBQ0786,41,17,19,44,34
SCB0534,1014,0,30313.85798816568,16,0,Sophia Cora Battle,SCB0534,20,18,35,22,29
SCF0608,5377,1083,29912.703738143948,664,0,Shana Callie Ferguson,SCF0608,35,18,42,42,36
SCP0130,1001,797,29642.33166833167,13,0,Shannon Chantale Price,SCP0130,42,18,35,32,24
SDB0106,3031,1501,29993.88980534477,0,0,Stewart Dale Berger,SDB0106,35,46,26,27,37
SDF0017,3690,1264,30122.214905149052,445,0,Skyler Deborah Frazier,SDF0017,11,40,39,18,30
SDO0170,5016,2911,30125.75518341308,939,0,Samson Denton Oconnor,SDO0170,35,47,22,45,26
SED0886,1014,596,29569.400394477318,0,0,Shelley Eleanor Dawson,SED0886,22,18,18,35,28
SEJ0677,1535,0,30086.995439739414,261,0,Samuel Eden James,SEJ0677,44,39,23,36,25
SER0165,3699,0,29970.39037577724,658,0,Stephanie Eliana Rasmussen,SER0165,20,15,24,17,27
SES0477,5005,3881,30066.96183816184,735,0,Sebastian Elliott Sexton,SES0477,38,40,13,39,29
SGB0140,336,214,29482.35119047619,6,0,Scott Gary Burks,SGB0140,50,45,40,16,24
SGG0787,4651,3635,29937.55880455816,1082,0,Sara Gail George,SGG0787,14,27,10,20,31
SGM0021,3682,2135,29892.937262357413,981,0,Sybill Grace Mckay,SGM0021,41,12,26,41,33
SGS0268,3026,650,30190.135822868473,572,0,Sylvester Guy Sanders,SGS0268,47,45,30,19,22
SHR0334,1011,0,30013.152324431256,194,0,Salvador Herman Raymond,SHR0334,36,41,45,19,31
SHW0578,333,179,29180.084084084083,22,0,Seth Harlan Walls,SHW0578,39,42,14,49,31
SIJ0661,4681,817,30427.716086306344,818,0,Sarah Imelda Juarez,SIJ0661,40,17,14,15,21
SJC0333,1011,798,30395.16221562809,192,0,Sloane Jade Cochran,SJC0333,22,39,31,36,29
SJF0094,3360,2141,29966.407738095237,788,0,Shea Jane Franks,SJF0094,35,19,16,44,30
SJO0209,4775,3740,29786.371518324606,1066,0,Samson Jeremy Ortega,SJO0209,39,45,18,39,35
SJW0451,339,0,29432.277286135693,49,0,Sharon Jemima Whitehead,SJW0451,43,30,16,50,28
SKG0759,1002,906,30197.08582834331,86,0,Sonia Karly Goodwin,SKG0759,22,15,43,41,26
SLB0049,6061,2460,29916.18528295661,530,0,Summer Leilani Boyer,SLB0049,14,27,16,22,20
SLP0762,1002,360,30208.314371257486,78,0,Sydnee Leilani Parsons,SLP0762,26,13,40,18,26
SLT0907,499,233,30310.008016032065,0,0,Shelby Lila Turner,SLT0907,16,15,43,27,27
SMB0804,3039,0,29926.03093122738,297,0,Sierra Margaret Barker,SMB0804,38,10,19,36,33
SMH0291,467,111,30369.28051391863,10,123,Shaeleigh MacKenzie Harris,SMH0291,23,22,10,24,32
SMW0084,3044,1262,30255.022339027597,487,0,Stephanie Mary Whitehead,SMW0084,20,37,39,48,27
SMY0792,3021,1664,29723.939424031778,277,0,Savannah Marcia Yang,SMY0792,43,37,39,42,25
SNC0187,876,523,29436.124429223742,163,0,Stuart Nicolas Cervantes,SNC0187,40,41,42,30,27
SNS0129,3717,1582,30111.452515469464,883,0,Sage Nichole Savage,SNS0129,26,10,43,35,30
SOB0360,2436,0,29897.330049261083,248,0,Sean Omar Burgess,SOB0360,42,22,40,16,32
SOB0586,331,0,30354.280966767372,28,0,Slade Orson Burch,SOB0586,45,35,23,24,30
SOF0808,3027,1026,29826.94152626363,658,0,Steel Orson Fields,SOF0808,45,40,38,22,27
SOG0411,3003,2031,30195.474192474194,395,0,Suki Ori Grant,SOG0411,26,19,21,24,23
SPA0141,3635,2507,29770.505639614854,787,0,Scarlet Pearl Ashley,SPA0141,43,22,10,21,29
SRH0155,3892,2203,29795.024665981502,947,132,Sasha Rina Huffman,SRH0155,34,14,37,45,28
SRS0231,3024,621,29588.333994708995,418,0,Sandra Roary Solomon,SRS0231,17,44,36,32,26
SSG0250,3015,2287,29934.896185737976,492,0,Steel Solomon Garrison,SSG0250,35,40,20,36,25
SSH0799,3001,1323,30037.103632122627,438,0,Sonya Samantha Hahn,SSH0799,23,18,31,31,40
SSJ0784,1291,654,30476.36096049574,161,293,Sarah Susan Jarvis,SSJ0784,19,39,12,45,34
SSR0278,1688,0,30102.930687203792,0,0,Simone Scarlet Rose,SSR0278,34,32,45,15,24
SSS0345,1011,0,30169.56181998022,153,0,Sybill Sage Shaw,SSS0345,40,21,38,16,20
SVL0803,3033,649,29649.81866139136,340,0,Stephanie Victoria Lyons,SVL0803,27,35,20,36,32
SVL0940,2991,983,29993.516215312604,610,0,September Vielka Livingston,SVL0940,15,42,26,15,34
SVS0871,5038,3635,30004.92298531163,690,0,Sylvia Velma Sweet,SVS0871,23,15,34,28,33
SXM0895,1003,188,30127.326021934197,0,0,Sigourney Xandra Maddox,SXM0895,14,18,15,33,25
TAC0300,344,0,30637.30523255814,6,0,Timothy Arthur Carroll,TAC0300,15,38,18,18,36
TAP0551,1960,1285,29836.047448979592,253,0,Tara Alma Potts,TAP0551,25,17,27,20,22
TBT0461,339,150,29437.451327433628,44,0,Teagan Briar Townsend,TBT0461,43,42,13,30,28
TCD0009,3674,1612,30057.546815459988,324,0,Tasha Casey Dalton,TCD0009,44,28,44,38,23
TDG0962,336,187,29587.494047619046,87,0,Tyrone Damian Garner,TDG0962,42,40,36,26,21
TDJ0998,3013,1046,29774.658811815465,551,0,Tobias Dakota Jacobs,TDJ0998,34,40,10,42,36
TDS0984,3735,678,29920.295582329316,552,694,Tara Dai Stevenson,TDS0984,39,39,15,40,38
TEB0251,3029,1565,29934.511059755696,411,0,Theodore Eagan Bass,TEB0251,44,50,22,13,36
TEM0093,2158,725,30044.182576459683,475,0,Thaddeus Emery Martin,TEM0093,28,24,45,14,30
TEM0977,3694,0,29813.270438549,422,0,Tara Echo Myers,TEM0977,22,19,40,45,29
TET0621,5032,4136,30292.817368839427,667,0,Tyler Eden Talley,TET0621,30,37,44,32,27
THD0448,334,68,30250.661676646705,31,0,Tad Harlan Duncan,THD0448,41,32,29,38,32
THR0873,5032,3447,29886.125,705,0,Teagan Hedy Romero,THR0873,37,44,21,40,38
TIW0299,337,143,30016.489614243324,2,0,Talon Ian Ware,TIW0299,34,19,19,12,31
TJB0302,334,76,29736.338323353295,5,0,Teegan Jillian Burris,TJB0302,42,47,24,40,29
TJD0996,3015,2149,30301.59800995025,366,0,Thor Jameson Diaz,TJD0996,34,22,42,16,32
TJG0582,336,0,30112.95238095238,33,0,Timon Jacob Gay,TJG0582,42,50,18,15,29
TLH0648,1011,0,29916.10484668645,179,0,Tarik Linus Hubbard,TLH0648,32,35,18,24,26
TLK0993,3014,0,30208.727604512274,674,0,Tallulah Liberty Kirby,TLK0993,41,36,40,35,22
TLM0797,3009,2452,30224.4679295447,336,0,Tobias Lucas Morin,TLM0797,43,42,34,23,36
TMA0069,3057,1091,29807.623487078836,411,0,Tobias Martin Ashley,TMA0069,33,38,42,14,33
TNM0961,247,178,30490.384615384617,79,0,Troy Nicolas Molina,TNM0961,37,50,39,17,32
TOR0193,3640,2785,29861.20412087912,412,0,Tarik Odysseus Rivera,TOR0193,30,40,25,45,30
TPH0474,388,0,30018.721649484534,53,0,Tad Patrick Hardin,TPH0474,44,39,14,21,35
TQS0212,4661,2300,29974.995709075305,1013,0,Tasha Quail Sanchez,TQS0212,14,42,45,20,27
TRK0914,3002,1139,30017.42371752165,398,0,Teagan Raven Kennedy,TRK0914,40,19,14,33,30
TSB0437,1020,234,29744.32549019608,148,0,Tamara Shaeleigh Best,TSB0437,26,23,16,30,26
TSG0906,1008,845,30199.925595238095,0,0,Thomas Shad Guthrie,TSG0906,41,21,40,28,28
TSM0363,3629,1469,29954.97106640948,438,0,TaShya Savannah Mcgowan,TSM0363,34,19,20,39,33
TSM0927,3096,1343,29714.636950904394,441,0,Tana Sonya Moody,TSM0927,33,21,10,37,26
TSR0676,3015,1556,30434.875953565504,495,0,Todd Scott Roth,TSR0676,43,40,26,19,33
TTD1000,3000,1085,30186.554666666667,376,0,Tiger Tucker Dawson,TTD1000,34,34,24,40,29
TUC0632,1019,0,29779.791952894993,197,0,Troy Uriah Conway,TUC0632,38,44,10,13,31
TVS0006,8994,7259,29993.51300867245,618,0,Thomas Vladimir Stokes,TVS0006,43,43,37,20,41
TVS0050,6253,3063,29930.41468095314,1570,0,Todd Vance Spears,TVS0050,40,38,18,30,29
TYB0779,989,830,30443.658240647117,110,0,TaShya Yoko Bailey,TYB0779,24,20,35,36,34
UAD0771,996,540,29494.64859437751,98,0,Uriel Axel Diaz,UAD0771,46,34,15,30,31
UBF0645,1005,0,30164.53631840796,221,0,Ursa Britanney Frederick,UBF0645,34,20,34,23,31
UCH0519,812,255,30080.272167487685,16,0,Ulric Colt Holt,UCH0519,33,40,20,47,28
UCS0227,3048,0,29887.992782152232,388,0,Uriel Charles Solomon,UCS0227,22,32,41,35,34
UFK0208,4709,1848,30196.112550435337,1009,0,Ulric Ferdinand Knapp,UFK0208,18,34,22,23,30
UIR0043,3720,1267,30079.98682795699,817,0,Ursula Idona Richard,UIR0043,19,37,23,38,32
UJC0737,4987,2245,29916.63665530379,763,0,Urielle Jane Carter,UJC0737,16,12,12,38,25
USH0199,3052,1864,30235.054062909567,600,0,Upton Sebastian Holt,USH0199,44,39,46,36,25
VAA0087,3011,1894,29972.22318166722,579,0,Vincent Avram Aguirre,VAA0087,36,44,42,18,23
VCC0396,3021,2431,30214.165508109898,446,0,Vincent Craig Cunningham,VCC0396,21,45,16,37,23
VCY0751,5021,3920,29959.68392750448,819,0,Vincent Calvin Young,VCY0751,37,24,39,19,25
VEB0935,3011,0,29944.99236134175,723,0,Valentine Elton Britt,VEB0935,46,37,39,20,32
VFM0814,2110,504,30055.365402843603,482,0,Vernon Finn Mcgee,VFM0814,46,45,44,19,28
VIA0063,4701,954,30099.24399064029,612,0,Vance Ira Alston,VIA0063,40,34,19,50,33
VLB0647,1018,674,29812.538310412572,228,0,Valentine Lucian Benjamin,VLB0647,48,40,42,47,24
VMJ0147,4711,3880,30200.760772659734,313,0,Vera Mollie Jenkins,VMJ0147,23,28,37,22,24
VMJ0546,3016,2451,30237.884615384617,454,0,Veda Martina Jacobson,VMJ0546,20,37,29,39,26
VSA0230,2587,1385,30070.17935833011,315,0,Vivian Sarah Arnold,VSA0230,47,15,25,14,29
VSS0154,2301,1417,30319.72142546719,173,0,Vernon Samuel Sawyer,VSS0154,43,49,10,40,30
VTT0385,2964,623,29975.513495276653,488,0,Vladimir Thomas Todd,VTT0385,14,26,17,36,28
WAB0143,2211,0,29954.817277250113,446,0,William Aladdin Bennett,WAB0143,43,43,24,22,33
WAS0254,3052,1174,30173.641218872872,563,0,William Aristotle Sampson,WAS0254,43,37,16,18,35
WBC0192,4704,4040,30172.228103741498,1209,0,Whoopi Britanney Camacho,WBC0192,47,36,39,39,27
WBC0315,5019,1898,30046.73699940227,914,0,William Beau Callahan,WBC0315,40,37,40,45,24
WDD0366,3215,1738,30086.36267496112,415,0,Wesley Dustin Dickerson,WDD0366,43,42,17,19,28
WDO0870,4628,891,30066.17588591184,773,0,William Damian Oconnor,WDO0870,23,21,14,13,25
WDV0573,353,243,30080.892351274786,59,0,Wang Dean Vasquez,WDV0573,48,36,13,31,33
WGR0833,339,0,29268.88790560472,52,0,William Graham Rowe,WGR0833,38,46,24,38,42
WGS0516,1006,0,29528.3310139165,27,0,Willa Giselle Stanton,WGS0516,11,20,39,20,29
WIF0691,3013,609,30231.02953866578,83,0,Wade Ira Frazier,WIF0691,33,39,37,30,24
WIQ0567,3876,2824,29669.159184726523,47,799,Willow Iliana Quinn,WIQ0567,25,41,10,47,39
WJD0576,334,59,30073.556886227543,24,0,Willow Jaime Daniel,WJD0576,40,20,23,38,26
WKD0013,6076,1270,30093.332620144833,0,0,Wesley Kasper Duffy,WKD0013,42,36,40,27,34
WKF0012,6056,2412,29996.994550858653,912,0,Walter Kaseem Foley,WKF0012,37,44,20,45,23
WLV0566,3007,557,30144.297306285334,41,0,Whilemina Liberty Velez,WLV0566,10,19,38,24,39
WNB0908,999,578,29361.0,0,0,Wing Noah Bonner,WNB0908,38,38,38,22,23
WPE0538,1007,979,29661.435948361468,85,0,Whilemina Pandora England,WPE0538,21,16,23,22,35
WPR0368,4534,879,29975.541464490518,564,820,William Price Robles,WPR0368,48,34,40,17,31
WRM0963,168,119,29282.255952380954,36,0,Wynter Rose Mercer,WRM0963,17,23,43,31,22
WSR0241,3349,2065,29911.855479247537,389,0,Wanda Samantha Rogers,WSR0241,35,27,15,25,29
WTF0387,3034,1117,30040.30388925511,484,0,William Trevor Fuentes,WTF0387,40,23,40,25,24
WTR0563,2992,0,30189.364639037434,57,0,William Theodore Reeves,WTR0563,47,45,46,15,31
WVB0539,4629,887,29973.860661049905,534,0,Winter Veda Burks,WVB0539,43,16,18,42,31
WXH0872,5074,2631,29748.503153330705,717,0,Wynne Xyla Hartman,WXH0872,17,20,19,21,25
XAA0104,3039,1872,30099.266205988813,722,0,Xander Aaron Acevedo,XAA0104,41,40,14,38,42
XBN0229,2991,1218,29917.86827148111,346,0,Xandra Briar Nielsen,XBN0229,34,16,17,40,29
XHG0902,1013,491,30260.050345508393,0,0,Xenos Hayden Gallegos,XHG0902,44,35,23,47,14
XHW0498,2827,2022,30349.368942341705,268,0,Xerxes Howard Wilcox,XHW0498,37,47,48,23,35
XLB0710,338,0,29956.13017751479,52,0,Xanthus Louis Buck,XLB0710,46,38,39,36,20
XRS0633,1012,452,29933.437747035572,187,0,Xenos Rudyard Small,XRS0633,34,39,39,40,23
XWD0923,2443,1623,30165.09046254605,460,0,Xander Walter Doyle,XWD0923,16,38,45,20,31
YCE0983,3027,2584,30104.92599933928,448,0,Yardley Cairo Elliott,YCE0983,39,21,42,30,36
YDN0198,3693,1799,29775.80909829407,926,0,Yasir Dexter Nelson,YDN0198,45,50,41,11,24
YEV0793,3005,1231,29913.720798668885,361,0,Yardley Ezra Vang,YEV0793,40,37,42,15,22
YIC0195,3716,2387,30084.87755651238,519,733,Yolanda Idona Crosby,YIC0195,18,49,19,40,31
YJF0532,994,638,29970.340040241448,17,0,Yoshio Joseph Farmer,YJF0532,40,35,23,47,26
YJV0699,340,0,30563.397058823528,58,0,Yvette Jeanette Vang,YJV0699,17,25,30,13,31
YWW0660,771,0,30052.21141374838,164,0,Yasir Wade Wilcox,YWW0660,39,35,37,10,36
ZCF0590,329,0,29369.61398176292,27,0,Zane Cadman Fields,ZCF0590,42,42,42,25,31
ZDW0859,5020,3100,29678.06294820717,811,0,Zeph Dakota Wilkerson,ZDW0859,39,45,26,41,32
ZFM0468,336,161,30926.133928571428,42,0,Zenia Freya Macias,ZFM0468,35,16,20,45,30
ZJE0857,5362,887,30153.795598657216,856,212,Zenaida Justine England,ZJE0857,35,34,36,38,31
ZJS0269,3010,0,29938.084717607973,537,0,Zorita Jaime Spears,ZJS0269,30,34,16,35,27
ZKS0899,1015,196,29893.791133004925,0,0,Zenia Kiona Stevenson,ZKS0899,47,20,42,43,30
ZMC0284,2997,1386,29997.152819486153,0,0,Zachary Myles Cardenas,ZMC0284,42,33,41,30,31
ZSB0649,1017,798,29642.576204523106,206,0,Zia Shelley Blankenship,ZSB0649,23,25,36,14,26
ZSK0258,3000,553,29576.179666666667,512,0,Zachery Samson Kerr,ZSK0258,38,35,21,37,25
ZSL0305,337,77,30452.320474777447,1,0,Zena Sigourney Langley,ZSL0305,21,26,18,41,32
