user,total_emails,total_attachments,avg_email_size,off_hour_emails,weekend_emails,employee_name,user_id,O,C,E,A,N,anomaly_label,anomaly_flag,anomaly_score
MDM0976,3700,0,29888.601891891893,517,0,Myles Donovan Macias,MDM0976,41,40,38,20,31,1,0,0.17127497917428508
MES0407,2998,2274,30170.23448965977,430,0,Minerva Emerald Solomon,MES0407,38,44,25,47,37,1,0,0.11967216849329071
MFV0897,996,0,30148.80120481928,0,0,Meredith Florence Valdez,MFV0897,18,13,23,25,33,1,0,0.1249074562658885
MGS0974,4073,2418,30044.83672968328,474,364,Mari Gretchen Shaw,MGS0974,17,39,39,40,27,1,0,0.09220346633833959
MHA0798,3030,0,29829.5798679868,421,0,Montana Hannah Arnold,MHA0798,11,27,17,22,40,1,0,0.08929194293466053
MHG0244,2977,0,30294.92677191804,438,0,Matthew Harper Glass,MHG0244,42,46,21,15,22,1,0,0.13228239225867128
MHG0733,4973,0,29868.23366177358,630,0,Maxwell Hammett Green,MHG0733,43,30,24,42,29,1,0,0.1463063146412974
MHH0180,805,181,30191.50062111801,136,110,Merrill Hiram Hess,MHH0180,19,41,35,10,29,1,0,0.08266464136609741
MIB0904,1014,671,30899.02761341223,0,0,Margaret Illana Burch,MIB0904,22,21,34,38,25,1,0,0.0929544803725259
MIC0726,5039,1681,30180.97678110736,637,0,Martin Ivan Cooper,MIC0726,32,41,43,17,23,1,0,0.12373843673368784
MIL0255,3036,1118,30372.24209486166,470,0,Mercedes Ina Landry,MIL0255,38,16,39,21,27,1,0,0.15700351864966516
MIM0712,339,275,30062.283185840708,51,0,Mariko Ivana Mckee,MIM0712,16,15,39,23,22,1,0,0.1224669293177773
MJB0588,372,82,29631.163978494624,25,0,Mikayla Jaden Barron,MJB0588,39,24,15,47,38,1,0,0.1021351236177207
MJM0510,1005,755,30216.832835820896,9,0,Macon Joseph Morrison,MJM0510,32,33,22,18,39,1,0,0.1323100458547442
MJS0890,1022,740,29742.03228962818,0,0,Mira Jamalia Snow,MJS0890,10,26,16,11,29,1,0,0.09291748426226609
MKG0711,337,0,30729.459940652818,67,0,Myra Kay Greer,MKG0711,17,26,43,32,38,1,0,0.08261680827655149
MKL0941,2973,0,29858.583249243187,666,0,Madonna Kristen Love,MKL0941,16,26,20,38,30,1,0,0.13184933031316803
MKP0861,4983,3538,29717.43367449328,943,0,Macon Kyle Pope,MKP0861,36,42,39,34,29,1,0,0.07980091408974871
MKS0204,3682,696,30237.045898967957,670,0,MacKenzie Kristen Stewart,MKS0204,21,30,21,16,31,1,0,0.15330539206050564
MKW0441,1011,764,30023.2037586548,139,0,Macy Karleigh Winters,MKW0441,15,25,45,20,34,1,0,0.1327049146878998
MLD0755,5065,4025,29951.03790720632,771,0,Meredith Lunea Delaney,MLD0755,24,18,19,43,37,1,0,0.06560694749328144
MLG0475,337,195,30170.72403560831,41,0,Melodie Lee Glenn,MLG0475,45,16,18,19,25,1,0,0.13908432740879534
MLL0598,335,86,29463.994029850743,34,0,Marcia Lillian Lynn,MLL0598,44,17,23,49,29,1,0,0.10474053871968464
MLM0950,404,297,30430.37376237624,105,72,Madison Lydia Morrison,MLM0950,24,20,29,23,36,1,0,0.11534883942354568
MLP0668,3034,2504,30006.705339485827,403,0,Medge Liberty Petersen,MLP0668,40,17,16,43,33,1,0,0.1307660683934853
MMB0488,4439,1538,29842.502140121647,533,0,Maggy Melissa Burt,MMB0488,21,18,16,24,27,1,0,0.13383961093261554
MMG0943,2999,2382,29796.358786262088,604,0,MacKensie Mara Grant,MMG0943,23,27,28,34,26,1,0,0.14700245329987777
MNC0717,338,243,29986.476331360947,65,0,Mufutau Nehru Contreras,MNC0717,30,37,22,22,34,1,0,0.1579475698151312
MNR0829,331,135,29601.19335347432,49,0,Maryam Nelle Ruiz,MNR0829,41,33,40,15,23,1,0,0.1321795688730405
MNS0224,3688,1432,30015.034978308027,842,0,Medge Nichole Sims,MNS0224,46,21,22,45,30,1,0,0.1309778201334117
MOH0273,3463,654,30325.18538839157,731,462,Macaulay Otto Hopkins,MOH0273,39,40,47,50,26,1,0,0.04729386747386155
MOP0763,995,0,29745.626130653265,109,0,Merritt Oliver Phelps,MOP0763,43,41,22,20,33,1,0,0.15427249360256556
MOS0047,1892,1532,29938.729386892177,409,0,Mariko Olga Snyder,MOS0047,49,39,24,34,23,1,0,0.13424900346201873
MPM0220,2307,530,30407.594278283486,496,0,Meghan Phoebe Macias,MPM0220,35,20,42,22,20,1,0,0.13315281766680687
MPT0376,3195,1609,30287.90015649452,535,149,Meredith Pamela Tanner,MPT0376,19,37,41,48,35,1,0,0.08943850117150587
MSD0939,2993,617,29874.360841964583,686,0,Miriam Shoshana Donovan,MSD0939,24,37,15,42,31,1,0,0.1449054733409646
MSG0839,335,77,29517.077611940294,44,0,Malcolm Sebastian Garrison,MSG0839,42,46,19,39,29,1,0,0.13636522929567246
MSH0040,2711,2166,30088.07893766138,571,0,Megan Simone Hess,MSH0040,41,11,44,27,31,1,0,0.12826071289636598
MSO0222,2546,0,30137.957187745484,455,0,Medge Serina Obrien,MSO0222,32,12,39,46,28,1,0,0.11675415588086535
MSS0001,12034,1994,30031.57063320592,2566,0,Mona Susan Shannon,MSS0001,21,44,24,45,19,-1,1,-0.04055286766153088
MSZ0310,5011,1846,29928.526641388944,907,0,Molly Sacha Zimmerman,MSZ0310,24,38,18,31,29,1,0,0.13801397444744018
MTB0620,5042,3628,29916.56148353828,713,0,Malachi Thor Butler,MTB0620,38,44,41,50,28,1,0,0.05760893616704099
MTT0901,82,86,29655.86585365853,0,0,Mohammad Taylor Terrell,MTT0901,41,34,30,40,30,1,0,0.13660694988555094
MVB0515,1000,769,29769.644,17,0,Mallory Virginia Bender,MVB0515,38,14,33,31,28,1,0,0.1470442904130061
MVF0594,335,0,30450.137313432835,24,0,Mohammad Vladimir Farrell,MVF0594,35,38,33,44,36,1,0,0.13069361604072305
MVH0373,701,343,30163.74607703281,69,0,Madonna Veronica Hardy,MVH0373,44,19,20,21,25,1,0,0.15471528916441568
MYD0978,2687,910,29986.7372534425,335,0,Mark Yardley Dunlap,MYD0978,39,32,36,13,32,1,0,0.17381926832943262
NAB0801,3028,596,29941.896631439893,378,0,Nelle April Bowen,NAB0801,28,34,10,41,29,1,0,0.13258129888304204
NAB0903,1063,0,30077.154280338666,0,0,Noah Andrew Beck,NAB0903,44,30,19,30,37,1,0,0.14969610912744158
NAF0033,4678,1547,30258.117357845236,877,0,Nicolas Alvin Fitzpatrick,NAF0033,34,40,19,35,29,1,0,0.13668366804466403
NAF0326,7121,4263,29944.03749473389,1409,1597,Nichole Azalia Frye,NAF0326,33,15,25,20,30,-1,1,-0.07376357061233474
NAH0503,5750,3334,29756.869043478266,617,617,Nicole Aurelia Hanson,NAH0503,33,17,23,35,38,1,0,0.01920546159033487
NAR0981,3022,2328,30001.73461283918,534,0,Nigel Addison Rios,NAR0981,39,39,16,50,36,1,0,0.10603146388784968
NBC0412,3367,2191,29793.865458865457,388,0,Nyssa Britanney Carver,NBC0412,14,25,18,18,31,1,0,0.12993324951500668
NBH0256,3022,2009,29722.228325612177,594,0,Nicolas Brandon Hendrix,NBH0256,41,43,14,21,22,1,0,0.13629019658819302
NCE0097,3032,562,30102.6536939314,500,0,Nehru Cyrus Everett,NCE0097,48,36,20,11,35,1,0,0.1376183935644244
NCH0179,3707,2447,30128.81413541948,665,0,Nina Camille Hodges,NCH0179,17,12,40,17,25,1,0,0.1109205140433136
NCK0295,334,0,29882.032934131737,5,0,Noble Clinton Klein,NCK0295,31,30,38,36,34,1,0,0.14691068286513298
NCK0421,2995,0,29719.63305509182,413,0,Nash Conan Knight,NCK0421,40,41,18,43,24,1,0,0.13789202050078647
NCO0666,3028,1865,29911.281704095112,491,0,Nicholas Cade Owen,NCO0666,40,45,10,12,31,1,0,0.13044947744831675
NDM0417,3044,2413,30234.69349540079,367,0,Noble Devin Mack,NDM0417,44,36,50,12,34,1,0,0.100360396566264
NGC0058,3713,1858,30023.042553191488,488,696,Nadine Gay Cross,NGC0058,44,45,39,15,27,1,0,0.07283045788463882
NGF0157,3540,1746,29724.387288135596,944,449,Nissim Gil French,NGF0157,45,38,22,46,32,1,0,0.08198570947191075
NGO0690,3017,1533,29781.31322505801,63,0,Nigel Gareth Ochoa,NGO0690,43,41,41,17,24,1,0,0.14882368044084937
NHE0919,3037,2272,29655.629897925584,441,0,Nigel Harrison Estrada,NHE0919,25,16,32,21,24,1,0,0.1320052946744652
NHH0185,1006,210,29983.28827037773,217,0,Nathaniel Hunter Heath,NHH0185,41,43,19,21,33,1,0,0.1630904506544909
NIH0969,330,199,29832.251515151514,82,0,Naida Imelda Hughes,NIH0969,43,25,43,22,22,1,0,0.1430731101295003
NJB0243,3045,583,30084.496880131363,418,0,Norman Jackson Beck,NJB0243,23,35,37,24,34,1,0,0.16734117032512097
NJC0705,337,72,30137.75074183976,53,0,Nicolas James Cantu,NJC0705,43,39,29,36,31,1,0,0.1678788576533532
NKH0807,3028,1093,30169.418428005283,645,0,Nicolas Kadeem Hayden,NKH0807,45,44,40,22,20,1,0,0.13442296354840833
NKH0979,3735,3022,30028.79812583668,798,0,Nathan Kenneth Hicks,NKH0979,30,39,42,22,35,1,0,0.11952146572208233
NKP0236,2993,609,30109.24858002005,386,0,Nicholas Kato Pennington,NKP0236,45,41,19,40,31,1,0,0.17554344379989933
NLO0131,335,0,30499.08358208955,3,0,Nevada Leilani Ortega,NLO0131,19,13,46,40,29,1,0,0.0844904617935554
NMB0972,336,64,29753.223214285717,82,0,Naomi Meredith Baxter,NMB0972,45,22,17,20,29,1,0,0.14699660235719758
NMC0486,5044,0,29974.959159397305,628,0,Nicole Macey Craig,NMC0486,42,10,23,21,27,1,0,0.13160249852981726
NMF0780,1000,790,30052.357,100,0,Noble Merrill Fuller,NMF0780,44,38,36,20,34,1,0,0.16741019156566322
NMG0766,1002,224,29934.799401197604,88,0,Nichole Melodie Gilbert,NMG0766,16,23,42,40,31,1,0,0.1312187128538957
NMS0280,1260,657,29957.58095238095,0,247,Nell Mari Schneider,NMS0280,39,42,26,37,27,1,0,0.1291639893351884
NNA0610,5045,0,30074.930227948465,517,0,Nola Nerea Ayala,NNA0610,21,35,18,43,26,1,0,0.12867487847161135
NNS0059,3033,1968,30029.794592812395,405,0,Noah Nathan Shaffer,NNS0059,42,23,48,23,25,1,0,0.1381663451320253
NOB0181,1368,788,30175.75950292398,291,351,Nevada Odette Bass,NOB0181,31,21,21,41,25,1,0,0.09943754045048542
NRD0548,2635,0,30101.57229601518,382,0,Nissim Rafael Delacruz,NRD0548,41,37,41,15,31,1,0,0.15866791949818537
NRF0137,334,0,30025.074850299403,2,0,Noel Reagan Foster,NRF0137,10,49,38,17,32,1,0,0.08622304006103337
NRO0768,941,170,29968.22422954304,101,0,Nora Regina Oconnor,NRO0768,18,18,41,25,36,1,0,0.13569053651132207
NSC0597,333,228,29838.58258258258,18,0,Neve Sarah Crane,NSC0597,19,13,11,44,31,1,0,0.08800994043179289
NSS0876,4962,0,29597.75392986699,758,0,Natalie Sheila Santiago,NSS0876,26,20,25,42,31,1,0,0.10580433954860752
NUL0471,333,226,29421.063063063066,42,0,Nero Uriel Little,NUL0471,35,38,38,26,37,1,0,0.13184011697844972
NWK0215,5547,3678,30176.109789075177,1064,1174,Noelani Wynter Kennedy,NWK0215,21,19,45,18,24,-1,1,-0.03344638130792643
NWT0098,2829,1120,29976.265111346765,614,0,Nehru Wyatt Tate,NWT0098,35,39,26,36,33,1,0,0.18158342737413896
OBH0499,6229,3589,30088.707176111737,830,1170,Orson Barrett Houston,OBH0499,35,18,41,16,34,-1,1,-0.01950615999164873
OCB0805,3028,683,29993.67206076618,336,0,Oren Curran Brady,OCB0805,37,33,42,16,18,1,0,0.13526339502573087
OCS0865,5347,3925,30101.750888348608,1004,0,Oren Clinton Sharpe,OCS0865,29,24,43,35,32,1,0,0.06569894551693412
OHC0973,334,0,30093.739520958083,72,0,Otto Hedley Chase,OHC0973,42,24,42,17,35,1,0,0.14282302775926364
OJK0233,3041,1106,30174.929299572508,367,0,Octavius Judah Kirby,OJK0233,40,36,14,22,33,1,0,0.1731727103785637
OKB0439,3044,2321,30326.454664914585,394,0,Oleg Kane Britt,OKB0439,41,42,30,25,27,1,0,0.16696404226826972
OKC0107,3007,1117,29662.202859993347,0,0,Octavius Kelly Castaneda,OKC0107,32,40,16,47,35,1,0,0.09243849914215901
OLB0749,1444,0,29655.56094182825,218,0,Oscar Laith Berger,OLB0749,43,35,20,39,36,1,0,0.1397289777508488
OLF0504,5032,0,29868.25,595,0,Oliver Logan Fowler,OLF0504,41,43,20,41,31,1,0,0.14413365661336364
OLW0689,3025,2217,30020.87438016529,86,0,Owen Len Wheeler,OLW0689,22,25,40,35,27,1,0,0.1470040726860617
OMM0944,336,0,31058.14583333333,73,0,Octavia May Maddox,OMM0944,17,14,27,21,29,1,0,0.08169237326486872
OMS0101,3022,1024,29961.405360688284,602,0,Ocean Maite Summers,OMS0101,20,12,21,22,29,1,0,0.15222535485311184
ONL0276,3018,701,29952.048045062955,653,0,Octavia Nora Leblanc,ONL0276,48,46,17,41,20,1,0,0.11202553437019674
ONW0083,3002,1067,30071.42838107928,460,0,Oscar Nolan Wooten,ONW0083,46,30,25,30,26,1,0,0.17536472230607802
OQH0183,1004,206,30152.73605577689,162,0,Olivia Quynn Hardy,OQH0183,34,38,18,33,23,1,0,0.1590067990101789
ORB0473,333,228,30214.285285285285,44,0,Owen Ross Burks,ORB0473,38,44,46,38,38,1,0,0.11642497006099367
ORG0339,1023,211,29510.64907135875,197,0,Olivia Rose Galloway,ORG0339,50,28,46,47,20,1,0,0.06894935217511233
ORM0669,3019,1998,30258.93872143094,530,0,Orla Ruth Mckenzie,ORM0669,44,39,28,39,36,1,0,0.15063743392128748
OSH0655,1014,414,30520.57889546351,204,0,Olympia Shafira Harrison,OSH0655,16,21,42,39,28,1,0,0.09558115711538917
OYM0026,2994,593,30282.242150968603,0,0,Orla Yolanda Middleton,OYM0026,23,26,18,36,28,1,0,0.14732484758184022
PAD0773,1012,192,30463.258893280632,122,0,Patience Audrey Douglas,PAD0773,36,21,14,16,38,1,0,0.12144252845927112
PBP0002,3629,0,29987.10388536787,697,0,Price Bevis Pittman,PBP0002,49,35,23,10,27,1,0,0.13755665417260143
PDH0716,337,302,29391.091988130564,70,0,Phelan Dieter Hendricks,PDH0716,40,16,14,10,24,1,0,0.07550661096945205
PDW0259,2998,550,29980.995330220147,577,0,Patricia Denise Wright,PDW0259,43,32,38,36,33,1,0,0.16931636517163057
PES0085,3694,2898,30059.30887926367,732,0,Patricia Emily Salazar,PES0085,35,24,18,30,22,1,0,0.12327628666322316
PEV0323,5304,3344,29951.89083710407,1101,0,Plato Ethan Valdez,PEV0323,47,34,40,22,29,1,0,0.07744376618610949
PGC0066,3676,1499,30159.979053318824,522,0,Prescott Giacomo Conley,PGC0066,32,39,28,43,26,1,0,0.16114751093523327
PGH0184,673,566,29343.961367013373,161,0,Peter Gil Harrington,PGH0184,30,35,33,22,25,1,0,0.12218423785416804
PGO0433,2993,1257,29978.718008686938,528,0,Pearl Georgia Owen,PGO0433,44,40,19,46,35,1,0,0.15009289022651884
PID0426,3001,1843,30010.551149616796,420,0,Portia Illana David,PID0426,43,19,39,44,23,1,0,0.13369867924802092
PIS0522,994,782,30107.61871227364,6,0,Paula Isabelle Santiago,PIS0522,44,26,48,40,35,1,0,0.1305713914848538
PKB0281,3021,0,30207.17279046673,0,0,Preston Kennan Burns,PKB0281,39,12,44,26,25,1,0,0.11897136563695276
PKB0429,3022,995,29583.39543348776,493,0,Philip Keith Barron,PKB0429,34,42,43,40,22,1,0,0.11990021771741438
PLH0715,332,118,30107.448795180724,46,0,Penelope Lysandra Hayes,PLH0715,42,37,19,37,29,1,0,0.17245414232946038
PLH0862,5044,0,29923.866177636795,742,0,Prescott Laith Harding,PLH0862,32,37,25,16,32,1,0,0.1433573191046718
PMC0328,1003,665,30123.50249252243,204,0,Penelope Montana Colon,PMC0328,20,43,10,36,33,1,0,0.12004803914516932
PMJ0564,3014,2215,30069.367617783675,54,0,Paula Madaline Jackson,PMJ0564,30,21,40,14,39,1,0,0.11842320729759537
PMV0850,340,71,30156.979411764707,40,0,Priscilla Martha Vinson,PMV0850,23,39,12,42,23,1,0,0.10521974411980378
PNH0761,992,250,30191.030241935485,98,0,Phelan Nissim Howell,PNH0761,36,49,27,32,30,1,0,0.14508426715138184
PNL0301,164,69,28668.158536585364,1,0,Philip Nathan Logan,PNL0301,50,43,30,43,31,1,0,0.05139435571861717
POB0343,1009,0,30155.50941526264,156,0,Preston Odysseus Bryan,POB0343,46,19,44,27,34,1,0,0.1341250695691183
PPF0435,2759,560,30268.41718013773,482,0,Preston Plato Fischer,PPF0435,42,17,48,24,27,1,0,0.12685773471384598
PRM0740,4999,0,30151.73834766953,658,0,Price Rashad Mullen,PRM0740,45,40,45,42,27,1,0,0.11964020372766315
PSF0133,200,0,28463.945,4,0,Piper Sasha Fuentes,PSF0133,42,40,11,36,33,1,0,0.05463533305296442
PTH0552,3018,1423,30259.58482438701,429,0,Philip Travis Hartman,PTH0552,20,13,32,20,28,1,0,0.14631911080115223
PTH0830,411,83,29810.08759124088,65,72,Peter Tad Hartman,PTH0830,43,44,42,43,34,1,0,0.11132695903997397
QCH0110,884,0,30333.50226244344,0,0,Quinn Coby Hays,QCH0110,34,35,17,37,27,1,0,0.15541622169440572
QJR0688,3532,2195,29861.11806342016,71,126,Quyn Jolie Rosario,QJR0688,19,18,22,26,35,1,0,0.11191047956567107
QNF0205,3670,612,29940.75068119891,770,0,Quentin Nolan Fitzpatrick,QNF0205,35,41,22,21,29,1,0,0.1673768523435391
QNP0216,3710,0,29936.84770889488,896,0,Quemby Nita Pollard,QNP0216,19,35,39,26,34,1,0,0.11388581272435033
QOS0878,1547,1109,29826.908855850037,237,349,Quynn Odessa Sanford,QOS0878,18,12,20,16,29,1,0,0.08333067303625236
QPM0727,4991,0,30017.34562211981,798,0,Quincy Preston Moses,QPM0727,43,40,18,34,34,1,0,0.14292567408071882
QRM0739,5400,3135,29892.929074074076,892,0,Quail Rana Mclean,QRM0739,33,11,26,29,30,1,0,0.09150977093804846
QSV0778,1011,0,30140.233432245303,98,0,Quintessa Shana Vance,QSV0778,17,23,36,35,33,1,0,0.1429921958354063
RAB0589,191,124,29687.659685863877,19,0,Raymond Arsenio Blackwell,RAB0589,36,35,26,14,31,1,0,0.14105230473071212
RAG0275,2993,1259,30068.167724690946,625,0,Rashad Aristotle Guerrero,RAG0275,23,38,35,41,32,1,0,0.159408878789434
RAH0440,3024,0,29956.99107142857,362,0,Rashad August Hatfield,RAH0440,18,15,43,16,24,1,0,0.12875257017658648
RAM0447,432,267,29400.090277777777,62,94,Ramona Alma Moses,RAM0447,35,12,23,45,39,1,0,0.06806347511996813
RAR0725,176,45,30151.761363636364,29,0,Raphael Aristotle Ray,RAR0725,32,32,25,20,35,1,0,0.1374614211119652
RAS0432,2984,2215,29744.605898123325,438,0,Robert Aristotle Stevenson,RAS0432,44,47,40,41,16,1,0,0.09099584211608847
RAW0915,3490,2019,30087.05759312321,541,398,Robert Ali Webb,RAW0915,43,50,21,43,24,1,0,0.08247777159838998
RBB0485,5019,0,30061.905359633394,538,0,Raphael Benjamin Bryan,RBB0485,40,40,35,30,26,1,0,0.1523990313923702
RCC0617,5053,0,30010.427864634872,598,0,Rogan Chandler Coffey,RCC0617,33,50,13,12,27,1,0,0.10537932415877638
RCP0785,1004,0,30307.46314741036,85,0,Reed Chaim Perkins,RCP0785,42,38,43,30,32,1,0,0.14775695704115926
RDM0115,3677,1491,30046.453358716342,695,0,Rina Denise Mcgee,RDM0115,42,17,39,15,30,1,0,0.14516570186357652
RDM0150,1679,372,29580.002382370458,174,0,Raven Deirdre Morrison,RDM0150,39,15,37,26,30,1,0,0.14670642736516376
RDT0424,3012,1755,30196.11122177955,364,0,Rosalyn Daphne Tillman,RDT0424,38,44,19,34,28,1,0,0.16660644914905026
RFP0380,2996,1092,29806.379839786383,523,0,Reuben Fulton Pugh,RFP0380,39,39,20,20,32,1,0,0.17826457025786652
RGG0064,1900,1561,29999.63157894737,519,0,Riley Ginger Guy,RGG0064,36,19,20,42,34,1,0,0.1484939413562244
RGH0728,4114,1423,29978.319640252797,621,0,Raymond Gray Hyde,RGH0728,19,20,37,18,29,1,0,0.15478126785825674
RGN0408,3026,2377,29864.034368803703,355,0,Rhona Germane Nelson,RGN0408,11,21,22,22,32,1,0,0.1375732929513518
RHC0335,1006,0,29709.05964214712,195,0,Roth Hu Conner,RHC0335,36,35,40,46,25,1,0,0.1279705872649904
RHL0992,1575,926,29850.033015873018,330,0,Rachel Hermione Le,RHL0992,36,10,39,37,36,1,0,0.1400169587655845
RHO0732,5015,2629,29953.47537387837,868,0,Risa Hillary Obrien,RHO0732,20,10,21,19,34,1,0,0.10097232500159131
RHP0484,5302,905,30280.79536024142,627,0,Randall Hashim Palmer,RHP0484,35,37,24,16,31,1,0,0.14718112937424138
RHY0079,6102,1371,30002.29269092101,0,0,Rose Hanae Yates,RHY0079,20,19,14,21,26,1,0,0.10332707811135278
RIH0777,996,316,29594.0702811245,109,0,Renee Ivana Hayden,RIH0777,26,44,19,16,27,1,0,0.12302370207212776
RJB0088,3002,0,29905.991339107262,527,0,Roary Jane Barrett,RJB0088,20,42,37,45,24,1,0,0.13253405875386765
RJM0381,3024,2396,29970.401124338623,471,0,Rogan Judah Mcintyre,RJM0381,41,47,44,41,25,1,0,0.13086460027941732
RKD0604,2179,389,30047.99128040385,320,0,Rebecca Kelsie Daugherty,RKD0604,17,46,36,38,31,1,0,0.13113298184786454
RKF0164,2926,1717,29927.752563226248,565,0,Ryan Kelly Frost,RKF0164,40,42,17,18,42,1,0,0.12016290099223254
RLB0719,331,249,30200.625377643504,62,0,Risa Laura Bolton,RLB0719,14,18,15,40,35,1,0,0.09931289107554497
RLG0856,4908,2570,30074.359005704973,831,0,Risa Lana Guthrie,RLG0856,18,36,42,18,26,1,0,0.11602640445686369
RMS0266,3002,0,29883.88074616922,601,0,Roth Mannix Simon,RMS0266,33,40,25,23,37,1,0,0.15211745629498913
RMW0542,1406,0,29975.84281650071,215,0,Rae Melissa Wilson,RMW0542,17,21,20,13,41,1,0,0.09130120924813406
RNF0765,993,0,30302.36052366566,96,0,Ria Neve Flores,RNF0765,41,22,37,41,25,1,0,0.13571170048963577
RNL0695,3029,1135,29908.306041597887,96,0,Reece Nicolas Lopez,RNL0695,47,41,44,19,36,1,0,0.1410579078069868
RNP0211,4664,3417,30118.255574614064,1025,0,Rowan Neve Parks,RNP0211,39,15,25,40,30,1,0,0.07961217705467633
ROB0272,3002,0,29894.77748167888,616,0,Raymond Otto Bond,ROB0272,39,45,23,41,34,1,0,0.15361896465905456
RRA0938,3017,2014,30114.028505137558,662,0,Rogan Reuben Alexander,RRA0938,35,36,21,38,29,1,0,0.17915838562239927
RRC0553,675,136,30257.66222222222,81,105,Raya Regan Church,RRC0553,40,14,24,38,29,1,0,0.1212665584096817
RRP0568,2989,1836,30041.404148544665,66,0,Rhonda Rhona Parsons,RRP0568,43,50,38,18,33,1,0,0.13434050069458398
RSC0089,3208,1897,29768.87936408977,582,135,Robert Samuel Chen,RSC0089,41,26,35,21,29,1,0,0.14353063765122986
RSM0277,2993,1737,29898.44269963248,700,0,Roanna Sacha Monroe,RSM0277,37,38,20,50,22,1,0,0.10725605009438044
RTO0313,5015,2682,29946.84985044865,997,0,Raymond Tate Osborne,RTO0313,44,45,25,17,27,1,0,0.12632051860803006
RUM0880,5004,3869,29930.40367705835,818,0,Roary Ursa Massey,RUM0880,40,37,17,38,26,1,0,0.09719742048249419
RVC0232,3068,1078,30014.10625814863,380,0,Rama Vielka Clayton,RVC0232,34,20,47,38,25,1,0,0.13772008182183065
RVF0201,3692,1838,29745.48564463705,912,0,Reuben Victor Freeman,RVF0201,36,32,38,29,28,1,0,0.14898636352498368
RYB0718,336,111,30063.291666666668,58,0,Ruth Yael Burris,RYB0718,19,18,42,13,21,1,0,0.11175399689320609
RZC0746,6893,3457,29880.60365588278,1102,1745,Robert Zeus Cox,RZC0746,15,38,33,43,26,-1,1,-0.0911521923768066
SAA0999,3016,1796,29756.463196286477,382,0,Shelly Audra Ayala,SAA0999,20,17,34,11,36,1,0,0.09801199861477439
SAB0781,1003,874,29272.50149551346,80,0,Serina Ariana Butler,SAB0781,36,35,24,30,28,1,0,0.1261564494464808
SAC0592,341,241,29368.62756598241,17,0,Serina Amena Chavez,SAC0592,24,18,23,42,26,1,0,0.11328373210750614
SAC0687,3034,571,30040.78740936058,62,0,Samantha Audrey Curtis,SAC0687,20,49,37,19,22,1,0,0.12768470377260122
SAH0599,334,169,29070.982035928144,17,0,Sylvia Ariana Head,SAH0599,13,22,44,18,22,1,0,0.05674877534595113
SAK0375,3649,2945,29855.967388325567,536,0,Sonia Anne Kirkland,SAK0375,16,20,27,16,31,1,0,0.12055149329700093
SAP0867,2138,0,30100.252572497662,337,0,Sawyer Arden Puckett,SAP0867,13,25,43,19,30,1,0,0.12489422264245092
SAT0194,3649,1248,29738.21046862154,354,0,Sawyer Abel Turner,SAT0194,14,19,36,23,35,1,0,0.1290544608909477
SBD0913,1008,728,30021.77083333333,239,0,Sandra Beverly Diaz,SBD0913,45,16,19,19,42,1,0,0.11156689278171444
SBH0537,4812,2556,30021.47672485453,60,367,Stephanie Briar Harrington,SBH0537,34,21,14,13,33,1,0,0.07177947051503131
SBK0161,6001,3162,29984.735044159308,299,0,Sharon Britanni Kerr,SBK0161,14,27,23,41,39,1,0,0.047680925156756704
SBN0495,5107,1817,30075.522811826904,591,0,Sonya Beatrice Nichols,SBN0495,39,22,43,24,21,1,0,0.1246323183373721
SBN0866,5047,2647,29861.810976817917,824,0,Salvador Byron Norton,SBN0866,41,34,41,24,22,1,0,0.1108180410544845
SBN0971,434,268,29547.043778801843,90,91,Selma Barbara Nicholson,SBN0971,41,40,17,47,30,1,0,0.08916910049155802
SBQ0786,4659,1812,29976.634470916502,482,0,Sasha Britanney Quinn,SBQ0786,41,17,19,44,34,1,0,0.1241928856326251
SCB0534,1014,0,30313.85798816568,16,0,Sophia Cora Battle,SCB0534,20,18,35,22,29,1,0,0.1473712097738749
SCF0608,5377,1083,29912.703738143948,664,0,Shana Callie Ferguson,SCF0608,35,18,42,42,36,1,0,0.1088371853116667
SCP0130,1001,797,29642.33166833167,13,0,Shannon Chantale Price,SCP0130,42,18,35,32,24,1,0,0.13971934768886285
SDB0106,3031,1501,29993.88980534477,0,0,Stewart Dale Berger,SDB0106,35,46,26,27,37,1,0,0.13168695056149027
SDF0017,3690,1264,30122.21490514905,445,0,Skyler Deborah Frazier,SDF0017,11,40,39,18,30,1,0,0.13328273038738142
SDO0170,5016,2911,30125.75518341308,939,0,Samson Denton Oconnor,SDO0170,35,47,22,45,26,1,0,0.09119671294777737
SED0886,1014,596,29569.40039447732,0,0,Shelley Eleanor Dawson,SED0886,22,18,18,35,28,1,0,0.13321394212186977
SEJ0677,1535,0,30086.99543973941,261,0,Samuel Eden James,SEJ0677,44,39,23,36,25,1,0,0.16988212562636157
SER0165,3699,0,29970.39037577724,658,0,Stephanie Eliana Rasmussen,SER0165,20,15,24,17,27,1,0,0.14549752903157281
SES0477,5005,3881,30066.96183816184,735,0,Sebastian Elliott Sexton,SES0477,38,40,13,39,29,1,0,0.0933641127831924
SGB0140,336,214,29482.35119047619,6,0,Scott Gary Burks,SGB0140,50,45,40,16,24,1,0,0.1136732087052425
SGG0787,4651,3635,29937.55880455816,1082,0,Sara Gail George,SGG0787,14,27,10,20,31,1,0,0.037438244386422626
